PEDIDO_ERP;CANAL_MARKETING
P10000267950;Direto
P10000267951;Busca orgânica
P10000267952;Busca orgânica
P10000267953;
P10000267954;Direto
P10000267955;
P10000267956;Busca orgânica
P10000267957;Google Ads
P10000267958;
P10000267959;Google Ads
P10000267960;Google Ads
P10000267961;
P10000267962;Referência
P10000267963;Busca orgânica
P10000267964;Google Ads
P10000267965;Google Ads
P10000267966;Facebook Ads
P10000267967;Google Ads
P10000267968;Google Ads
P10000267969;
P10000267970;Direto
P10000267971;Email
P10000267972;Outros
P10000267973;
P10000267974;Email
P10000267975;Busca orgânica
P10000267976;Email
P10000267977;Google Ads
P10000267978;Direto
P10000267979;Direto
P10000267980;
P10000267981;
P10000267982;
P10000267983;
P10000267984;Google Ads
P10000267985;
P10000267986;Direto
P10000267987;Busca orgânica
P10000267988;Google Ads
P10000267989;Direto
P10000267990;
P10000267991;Direto
P10000267992;Google Ads
P10000267993;Direto
P10000267994;Google Ads
P10000267995;Google Ads
P10000267996;
P10000267997;Google Ads
P10000267998;Direto
P10000267999;Busca orgânica
P10000268000;Google Ads
P10000268001;Direto
P10000268002;Busca orgânica
P10000268003;Google Ads
P10000268004;
P10000268005;Google Ads
P10000268006;Email
P10000268007;
P10000268008;
P10000268009;Google Ads
P10000268010;Direto
P10000268011;Google Ads
P10000268012;
P10000268013;
P10000268014;Google Ads
P10000268015;
P10000268016;
P10000268017;Direto
P10000268018;Facebook Ads
P10000268019;Referência
P10000268020;
P10000268021;Referência
P10000268022;Google Ads
P10000268023;Busca orgânica
P10000268024;Google Ads
P10000268025;Google Ads
P10000268026;Google Ads
P10000268027;Email
P10000268028;Google Ads
P10000268029;Direto
P10000268030;Direto
P10000268031;Google Ads
P10000268032;
P10000268033;Busca orgânica
P10000268034;Google Ads
P10000268035;Google Ads
P10000268036;Direto
P10000268037;Google Ads
P10000268038;Outros
P10000268039;Referência
P10000268040;
P10000268041;Referência
P10000268042;Busca orgânica
P10000268043;Referência
P10000268044;Google Ads
P10000268045;Google Ads
P10000268046;Outros
P10000268047;Busca orgânica
P10000268048;Google Ads
P10000268049;Google Ads
P10000268050;
P10000268051;Google Ads
P10000268052;Google Ads
P10000268053;Google Ads
P10000268054;Google Ads
P10000268055;Direto
P10000268056;Direto
P10000268057;Direto
P10000268058;Google Ads
P10000268059;Busca orgânica
P10000268060;Google Ads
P10000268061;Busca orgânica
P10000268062;
P10000268063;
P10000268064;Direto
P10000268065;Google Ads
P10000268066;Google Ads
P10000268067;Outros
P10000268068;Email
P10000268069;Google Ads
P10000268070;Google Ads
P10000268071;Direto
P10000268072;Google Ads
P10000268073;Google Ads
P10000268074;Outros
P10000268075;Direto
P10000268076;
P10000268077;Google Ads
P10000268078;
P10000268079;Google Ads
P10000268080;Referência
P10000268081;Google Ads
P10000268082;
P10000268083;
P10000268084;Direto
P10000268085;Google Ads
P10000268086;Email
P10000268087;
P10000268088;Google Ads
P10000268089;Google Ads
P10000268090;Outros
P10000268091;
P10000268092;Outros
P10000268093;Referência
P10000268094;Google Ads
P10000268095;Google Ads
P10000268096;
P10000268097;Google Ads
P10000268098;
P10000268099;Google Ads
P10000268100;
P10000268101;Outros
P10000268102;
P10000268103;
P10000268104;Facebook Ads
P10000268105;
P10000268106;Google Ads
P10000268107;Google Ads
P10000268108;Direto
P10000268109;Google Ads
P10000268110;
P10000268111;Google Ads
P10000268112;Google Ads
P10000268113;
P10000268114;Direto
P10000268115;Outros
P10000268116;Direto
P10000268117;Google Ads
P10000268118;Google Ads
P10000268119;Direto
P10000268120;Google Ads
P10000268121;
P10000268122;Google Ads
P10000268123;Direto
P10000268124;Google Ads
P10000268125;Direto
P10000268126;
P10000268127;Google Ads
P10000268128;Outros
P10000268129;Busca orgânica
P10000268130;Google Ads
P10000268131;Google Ads
P10000268132;Outros
P10000268133;Google Ads
P10000268134;Email
P10000268135;
P10000268136;Google Ads
P10000268137;Google Ads
P10000268138;Email
P10000268139;Email
P10000268140;Google Ads
P10000268141;Google Ads
P10000268142;Google Ads
P10000268143;
P10000268144;Facebook Ads
P10000268145;Google Ads
P10000268146;Busca orgânica
P10000268147;Google Ads
P10000268148;Busca orgânica
P10000268149;
P10000268150;Google Ads
P10000268151;
P10000268152;Google Ads
P10000268153;
P10000268154;Facebook Ads
P10000268155;
P10000268156;Google Ads
P10000268157;Google Ads
P10000268158;Google Ads
P10000268159;Google Ads
P10000268160;Direto
P10000268161;Google Ads
P10000268162;Google Ads
P10000268163;Direto
P10000268164;Google Ads
P10000268165;Google Ads
P10000268166;Direto
P10000268167;Outros
P10000268168;
P10000268169;Google Ads
P10000268170;Direto
P10000268171;Google Ads
P10000268172;Direto
P10000268173;Direto
P10000268174;Direto
P10000268175;Email
P10000268176;Google Ads
P10000268177;Google Ads
P10000268178;Google Ads
P10000268179;Facebook Ads
P10000268180;
P10000268181;
P10000268182;Google Ads
P10000268183;Google Ads
P10000268184;Google Ads
P10000268185;Email
P10000268186;Google Ads
P10000268187;Direto
P10000268188;Google Ads
P10000268189;Google Ads
P10000268190;Google Ads
P10000268191;Google Ads
P10000268192;Google Ads
P10000268193;Google Ads
P10000268194;Email
P10000268195;Facebook Ads
P10000268196;Direto
P10000268197;Email
P10000268198;Direto
P10000268199;
P10000268200;
P10000268201;Email
P10000268202;Google Ads
P10000268203;
P10000268204;Google Ads
P10000268205;Outros
P10000268206;Google Ads
P10000268207;Google Ads
P10000268208;Google Ads
P10000268209;Email
P10000268210;Google Ads
P10000268211;Direto
P10000268212;
P10000268213;Busca orgânica
P10000268214;Google Ads
P10000268215;Google Ads
P10000268216;Facebook Ads
P10000268217;Direto
P10000268218;Google Ads
P10000268219;Google Ads
P10000268220;Direto
P10000268221;Google Ads
P10000268222;Google Ads
P10000268223;Outros
P10000268224;Busca orgânica
P10000268225;Google Ads
P10000268226;Google Ads
P10000268227;Google Ads
P10000268228;Google Ads
P10000268229;
P10000268230;Email
P10000268231;Google Ads
P10000268232;Google Ads
P10000268233;
P10000268234;Google Ads
P10000268235;
P10000268236;Busca orgânica
P10000268237;Direto
P10000268238;Google Ads
P10000268239;Busca orgânica
P10000268240;Google Ads
P10000268241;Google Ads
P10000268242;Google Ads
P10000268243;Google Ads
P10000268244;Google Ads
P10000268245;Google Ads
P10000268246;Google Ads
P10000268247;Direto
P10000268248;Busca orgânica
P10000268249;Google Ads
P10000268250;Direto
P10000268251;Busca orgânica
P10000268252;Google Ads
P10000268253;Outros
P10000268254;Google Ads
P10000268255;
P10000268256;
P10000268257;Google Ads
P10000268258;
P10000268259;Google Ads
P10000268260;Direto
P10000268261;
P10000268262;Google Ads
P10000268263;Google Ads
P10000268264;Referência
P10000268265;
P10000268266;Google Ads
P10000268267;Google Ads
P10000268268;
P10000268269;Referência
P10000268270;Busca orgânica
P10000268271;Google Ads
P10000268272;Outros
P10000268273;Direto
P10000268274;Referência
P10000268275;Google Ads
P10000268276;Google Ads
P10000268277;Outros
P10000268278;Direto
P10000268279;Direto
P10000268280;Email
P10000268281;Google Ads
P10000268282;
P10000268283;Email
P10000268284;Google Ads
P10000268285;Referência
P10000268286;Referência
P10000268287;
P10000268288;Google Ads
P10000268289;Direto
P10000268290;Email
P10000268291;Google Ads
P10000268292;Direto
P10000268293;Email
P10000268294;Google Ads
P10000268295;
P10000268296;Google Ads
P10000268297;Outros
P10000268298;Email
P10000268299;
P10000268300;Outros
P10000268301;
P10000268302;Direto
P10000268303;Facebook Ads
P10000268304;
P10000268305;
P10000268306;Google Ads
P10000268307;Google Ads
P10000268308;Direto
P10000268309;Facebook Ads
P10000268310;Google Ads
P10000268311;Google Ads
P10000268312;Google Ads
P10000268313;Busca orgânica
P10000268314;Google Ads
P10000268315;
P10000268316;Referência
P10000268317;Google Ads
P10000268318;Google Ads
P10000268319;Google Ads
P10000268320;Google Ads
P10000268321;
P10000268322;
P10000268323;Busca orgânica
P10000268324;Outros
P10000268325;Busca orgânica
P10000268326;Busca orgânica
P10000268327;Direto
P10000268328;Direto
P10000268329;Busca orgânica
P10000268330;
P10000268331;
P10000268332;Google Ads
P10000268333;Google Ads
P10000268334;Google Ads
P10000268335;Facebook Ads
P10000268336;Google Ads
P10000268337;Referência
P10000268338;Direto
P10000268339;Google Ads
P10000268340;Google Ads
P10000268341;Email
P10000268342;Google Ads
P10000268343;Google Ads
P10000268344;Busca orgânica
P10000268345;Busca orgânica
P10000268346;Google Ads
P10000268347;
P10000268348;Direto
P10000268349;Google Ads
P10000268350;Busca orgânica
P10000268351;Google Ads
P10000268352;Outros
P10000268353;Direto
P10000268354;Busca orgânica
P10000268355;Direto
P10000268356;
P10000268357;
P10000268358;Email
P10000268359;Google Ads
P10000268360;Google Ads
P10000268361;Direto
P10000268362;Direto
P10000268363;Busca orgânica
P10000268364;
P10000268365;Direto
P10000268366;Google Ads
P10000268367;Email
P10000268368;Google Ads
P10000268369;Direto
P10000268370;Google Ads
P10000268371;Google Ads
P10000268372;Google Ads
P10000268373;Google Ads
P10000268374;
P10000268375;Email
P10000268376;Outros
P10000268377;
P10000268378;Google Ads
P10000268379;Direto
P10000268380;Facebook Ads
P10000268381;Email
P10000268382;Google Ads
P10000268383;Google Ads
P10000268384;Google Ads
P10000268385;Busca orgânica
P10000268386;Outros
P10000268387;Direto
P10000268388;
P10000268389;Busca orgânica
P10000268390;Google Ads
P10000268391;Google Ads
P10000268392;Google Ads
P10000268393;
P10000268394;Busca orgânica
P10000268395;Google Ads
P10000268396;Google Ads
P10000268397;Google Ads
P10000268398;Email
P10000268399;Busca orgânica
P10000268400;Facebook Ads
P10000268401;Direto
P10000268402;
P10000268403;Email
P10000268404;Google Ads
P10000268405;Direto
P10000268406;Google Ads
P10000268407;Google Ads
P10000268408;Busca orgânica
P10000268409;Google Ads
P10000268410;Google Ads
P10000268411;
P10000268412;
P10000268413;Outros
P10000268414;Google Ads
P10000268415;Direto
P10000268416;
P10000268417;
P10000268418;Outros
P10000268419;Outros
P10000268420;Email
P10000268421;Google Ads
P10000268422;Google Ads
P10000268423;Google Ads
P10000268424;Google Ads
P10000268425;Google Ads
P10000268426;Outros
P10000268427;Google Ads
P10000268428;Referência
P10000268429;Direto
P10000268430;Busca orgânica
P10000268431;Busca orgânica
P10000268432;
P10000268433;Google Ads
P10000268434;Google Ads
P10000268435;Direto
P10000268436;Email
P10000268437;Outros
P10000268438;Google Ads
P10000268439;
P10000268440;Outros
P10000268441;Outros
P10000268442;Busca orgânica
P10000268443;Google Ads
P10000268444;Google Ads
P10000268445;Busca orgânica
P10000268446;Busca orgânica
P10000268447;
P10000268448;Busca orgânica
P10000268449;
P10000268450;
P10000268451;Google Ads
P10000268452;
P10000268453;Email
P10000268454;Facebook Ads
P10000268455;Busca orgânica
P10000268456;Google Ads
P10000268457;Outros
P10000268458;Google Ads
P10000268459;Busca orgânica
P10000268460;Google Ads
P10000268461;Google Ads
P10000268462;Direto
P10000268463;
P10000268464;
P10000268465;Google Ads
P10000268466;Busca orgânica
P10000268467;Google Ads
P10000268468;Referência
P10000268469;Google Ads
P10000268470;Facebook Ads
P10000268471;
P10000268472;Busca orgânica
P10000268473;Google Ads
P10000268474;
P10000268475;Busca orgânica
P10000268476;Busca orgânica
P10000268477;Outros
P10000268478;Busca orgânica
P10000268479;Busca orgânica
P10000268480;Google Ads
P10000268481;
P10000268482;Outros
P10000268483;Google Ads
P10000268484;Google Ads
P10000268485;Referência
P10000268486;Google Ads
P10000268487;Google Ads
P10000268488;Outros
P10000268489;Google Ads
P10000268490;
P10000268491;Google Ads
P10000268492;Google Ads
P10000268493;
P10000268494;Email
P10000268495;Busca orgânica
P10000268496;Google Ads
P10000268497;Google Ads
P10000268498;
P10000268499;
P10000268500;
P10000268501;
P10000268502;Direto
P10000268503;Google Ads
P10000268504;Referência
P10000268505;
P10000268506;Outros
P10000268507;Google Ads
P10000268508;Google Ads
P10000268509;Google Ads
P10000268510;Busca orgânica
P10000268511;
P10000268512;Google Ads
P10000268513;Direto
P10000268514;Email
P10000268515;Google Ads
P10000268516;Busca orgânica
P10000268517;
P10000268518;Busca orgânica
P10000268519;Email
P10000268520;Outros
P10000268521;Google Ads
P10000268522;Email
P10000268523;Direto
P10000268524;Referência
P10000268525;Google Ads
P10000268526;Outros
P10000268527;Busca orgânica
P10000268528;Outros
P10000268529;Busca orgânica
P10000268530;Google Ads
P10000268531;
P10000268532;Direto
P10000268533;
P10000268534;Google Ads
P10000268535;Direto
P10000268536;Facebook Ads
P10000268537;Outros
P10000268538;Google Ads
P10000268539;Google Ads
P10000268540;Google Ads
P10000268541;Referência
P10000268542;Google Ads
P10000268543;Direto
P10000268544;Google Ads
P10000268545;Referência
P10000268546;Direto
P10000268547;Google Ads
P10000268548;
P10000268549;Busca orgânica
P10000268550;Google Ads
P10000268551;
P10000268552;Google Ads
P10000268553;Google Ads
P10000268554;Outros
P10000268555;Busca orgânica
P10000268556;
P10000268557;Google Ads
P10000268558;
P10000268559;
P10000268560;Google Ads
P10000268561;Google Ads
P10000268562;Google Ads
P10000268563;Google Ads
P10000268564;Direto
P10000268565;Busca orgânica
P10000268566;Busca orgânica
P10000268567;Google Ads
P10000268568;Email
P10000268569;Email
P10000268570;Outros
P10000268571;Outros
P10000268572;Google Ads
P10000268573;Direto
P10000268574;
P10000268575;Direto
P10000268576;Google Ads
P10000268577;Busca orgânica
P10000268578;Google Ads
P10000268579;Google Ads
P10000268580;Google Ads
P10000268581;
P10000268582;Google Ads
P10000268583;
P10000268584;Busca orgânica
P10000268585;Busca orgânica
P10000268586;Google Ads
P10000268587;Facebook Ads
P10000268588;
P10000268589;
P10000268590;Google Ads
P10000268591;Google Ads
P10000268592;Direto
P10000268593;Google Ads
P10000268594;Outros
P10000268595;
P10000268596;Google Ads
P10000268597;Outros
P10000268598;Google Ads
P10000268599;Google Ads
P10000268600;Google Ads
P10000268601;Busca orgânica
P10000268602;Google Ads
P10000268603;Email
P10000268604;Busca orgânica
P10000268605;Google Ads
P10000268606;Google Ads
P10000268607;Google Ads
P10000268608;
P10000268609;Google Ads
P10000268610;Direto
P10000268611;Direto
P10000268612;Busca orgânica
P10000268613;Google Ads
P10000268614;Google Ads
P10000268615;Google Ads
P10000268616;Direto
P10000268617;Google Ads
P10000268618;Google Ads
P10000268619;Outros
P10000268620;Google Ads
P10000268621;Outros
P10000268622;Direto
P10000268623;
P10000268624;Busca orgânica
P10000268625;Outros
P10000268626;Google Ads
P10000268627;Google Ads
P10000268628;Outros
P10000268629;Google Ads
P10000268630;Email
P10000268631;Google Ads
P10000268632;Google Ads
P10000268633;Direto
P10000268634;Google Ads
P10000268635;Google Ads
P10000268636;Direto
P10000268637;Referência
P10000268638;Busca orgânica
P10000268639;Outros
P10000268640;Direto
P10000268641;Direto
P10000268642;Busca orgânica
P10000268643;Google Ads
P10000268644;Google Ads
P10000268645;Direto
P10000268646;Direto
P10000268647;Busca orgânica
P10000268648;Google Ads
P10000268649;
P10000268650;Google Ads
P10000268651;Google Ads
P10000268652;Outros
P10000268653;Email
P10000268654;Busca orgânica
P10000268655;Google Ads
P10000268656;Google Ads
P10000268657;Google Ads
P10000268658;Email
P10000268659;
P10000268660;Facebook Ads
P10000268661;Google Ads
P10000268662;Google Ads
P10000268663;Busca orgânica
P10000268664;Google Ads
P10000268665;Google Ads
P10000268666;Email
P10000268667;Google Ads
P10000268668;Google Ads
P10000268669;Email
P10000268670;Google Ads
P10000268671;Busca orgânica
P10000268672;
P10000268673;Google Ads
P10000268674;
P10000268675;Busca orgânica
P10000268676;Google Ads
P10000268677;Google Ads
P10000268678;Busca orgânica
P10000268679;Outros
P10000268680;Google Ads
P10000268681;Google Ads
P10000268682;Google Ads
P10000268683;Direto
P10000268684;Busca orgânica
P10000268685;Google Ads
P10000268686;Referência
P10000268687;Busca orgânica
P10000268688;Google Ads
P10000268689;Email
P10000268690;Google Ads
P10000268691;Direto
P10000268692;Busca orgânica
P10000268693;Referência
P10000268694;Direto
P10000268695;
P10000268696;
P10000268697;Google Ads
P10000268698;Google Ads
P10000268699;Busca orgânica
P10000268700;Busca orgânica
P10000268701;Google Ads
P10000268702;Google Ads
P10000268703;Google Ads
P10000268704;Google Ads
P10000268705;
P10000268706;Outros
P10000268707;Google Ads
P10000268708;Google Ads
P10000268709;Busca orgânica
P10000268710;Google Ads
P10000268711;Google Ads
P10000268712;Referência
P10000268713;Email
P10000268714;Google Ads
P10000268715;Facebook Ads
P10000268716;Busca orgânica
P10000268717;
P10000268718;Direto
P10000268719;
P10000268720;Outros
P10000268721;Google Ads
P10000268722;Outros
P10000268723;Google Ads
P10000268724;Direto
P10000268725;
P10000268726;Busca orgânica
P10000268727;Google Ads
P10000268728;Busca orgânica
P10000268729;Outros
P10000268730;Referência
P10000268731;Direto
P10000268732;Google Ads
P10000268733;Direto
P10000268734;Referência
P10000268735;Referência
P10000268736;Busca orgânica
P10000268737;
P10000268738;Referência
P10000268739;Google Ads
P10000268740;Busca orgânica
P10000268741;
P10000268742;Outros
P10000268743;Google Ads
P10000268744;Outros
P10000268745;Google Ads
P10000268746;
P10000268747;Google Ads
P10000268748;
P10000268749;Google Ads
P10000268750;Google Ads
P10000268751;Google Ads
P10000268752;
P10000268753;Busca orgânica
P10000268754;Google Ads
P10000268755;Google Ads
P10000268756;Direto
P10000268757;Outros
P10000268758;Outros
P10000268759;
P10000268760;Busca orgânica
P10000268761;
P10000268762;
P10000268763;Google Ads
P10000268764;
P10000268765;
P10000268766;Direto
P10000268767;Email
P10000268768;
P10000268769;
P10000268770;Google Ads
P10000268771;Busca orgânica
P10000268772;Google Ads
P10000268773;Google Ads
P10000268774;Busca orgânica
P10000268775;
P10000268776;Direto
P10000268777;
P10000268778;
P10000268779;Direto
P10000268780;Google Ads
P10000268781;Outros
P10000268782;Google Ads
P10000268783;
P10000268784;Busca orgânica
P10000268785;Busca orgânica
P10000268786;Busca orgânica
P10000268787;Google Ads
P10000268788;Google Ads
P10000268789;Google Ads
P10000268790;Google Ads
P10000268791;Google Ads
P10000268792;Google Ads
P10000268793;Google Ads
P10000268794;Direto
P10000268795;Busca orgânica
P10000268796;Busca orgânica
P10000268797;
P10000268798;
P10000268799;
P10000268800;
P10000268801;Outros
P10000268802;Facebook Ads
P10000268803;Google Ads
P10000268804;
P10000268805;Google Ads
P10000268806;Busca orgânica
P10000268807;Google Ads
P10000268808;Google Ads
P10000268809;
P10000268810;Google Ads
P10000268811;Google Ads
P10000268812;Direto
P10000268813;Busca orgânica
P10000268814;Outros
P10000268815;Google Ads
P10000268816;Email
P10000268817;Google Ads
P10000268818;Direto
P10000268819;Google Ads
P10000268820;Google Ads
P10000268821;Google Ads
P10000268822;Outros
P10000268823;Busca orgânica
P10000268824;Facebook Ads
P10000268825;Google Ads
P10000268826;
P10000268827;Google Ads
P10000268828;
P10000268829;Outros
P10000268830;Direto
P10000268831;Outros
P10000268832;
P10000268833;Direto
P10000268834;Google Ads
P10000268835;Google Ads
P10000268836;Direto
P10000268837;
P10000268838;Google Ads
P10000268839;Google Ads
P10000268840;Direto
P10000268841;Google Ads
P10000268842;Google Ads
P10000268843;Direto
P10000268844;Outros
P10000268845;Direto
P10000268846;Busca orgânica
P10000268847;Busca orgânica
P10000268848;Direto
P10000268849;Google Ads
P10000268850;Direto
P10000268851;Busca orgânica
P10000268852;Google Ads
P10000268853;Referência
P10000268854;Direto
P10000268855;Direto
P10000268856;
P10000268857;Google Ads
P10000268858;Referência
P10000268859;
P10000268860;
P10000268861;
P10000268862;Busca orgânica
P10000268863;Referência
P10000268864;Busca orgânica
P10000268865;Google Ads
P10000268866;Referência
P10000268867;
P10000268868;Google Ads
P10000268869;Google Ads
P10000268870;Outros
P10000268871;Email
P10000268872;
P10000268873;Google Ads
P10000268874;Google Ads
P10000268875;Outros
P10000268876;Outros
P10000268877;Outros
P10000268878;Google Ads
P10000268879;Direto
P10000268880;Busca orgânica
P10000268881;Google Ads
P10000268882;Google Ads
P10000268883;Google Ads
P10000268884;Busca orgânica
P10000268885;Google Ads
P10000268886;Google Ads
P10000268887;Outros
P10000268888;Google Ads
P10000268889;Google Ads
P10000268890;
P10000268891;Busca orgânica
P10000268892;Direto
P10000268893;Busca orgânica
P10000268894;Google Ads
P10000268895;Google Ads
P10000268896;Busca orgânica
P10000268897;Busca orgânica
P10000268898;
P10000268899;Outros
P10000268900;Google Ads
P10000268901;Google Ads
P10000268902;Referência
P10000268903;Referência
P10000268904;
P10000268905;Google Ads
P10000268906;Referência
P10000268907;
P10000268908;
P10000268909;Google Ads
P10000268910;Google Ads
P10000268911;Google Ads
P10000268912;Busca orgânica
P10000268913;Google Ads
P10000268914;
P10000268915;Direto
P10000268916;Direto
P10000268917;
P10000268918;Google Ads
P10000268919;Direto
P10000268920;Busca orgânica
P10000268921;Outros
P10000268922;Google Ads
P10000268923;Google Ads
P10000268924;Busca orgânica
P10000268925;Google Ads
P10000268926;Google Ads
P10000268927;Busca orgânica
P10000268928;
P10000268929;Google Ads
P10000268930;Referência
P10000268931;Busca orgânica
P10000268932;Google Ads
P10000268933;
P10000268934;Google Ads
P10000268935;Busca orgânica
P10000268936;
P10000268937;Email
P10000268938;Referência
P10000268939;
P10000268940;Referência
P10000268941;Busca orgânica
P10000268942;Google Ads
P10000268943;Outros
P10000268944;Email
P10000268945;Busca orgânica
P10000268946;Referência
P10000268947;
P10000268948;Google Ads
P10000268949;
P10000268950;Facebook Ads
P10000268951;Outros
P10000268952;
P10000268953;Google Ads
P10000268954;Google Ads
P10000268955;Busca orgânica
P10000268956;
P10000268957;Google Ads
P10000268958;
P10000268959;
P10000268960;Direto
P10000268961;Facebook Ads
P10000268962;Google Ads
P10000268963;Outros
P10000268964;
P10000268965;Google Ads
P10000268966;Google Ads
P10000268967;Google Ads
P10000268968;Google Ads
P10000268969;Busca orgânica
P10000268970;Email
P10000268971;Outros
P10000268972;Google Ads
P10000268973;Google Ads
P10000268974;Google Ads
P10000268975;Google Ads
P10000268976;Google Ads
P10000268977;
P10000268978;Busca orgânica
P10000268979;Direto
P10000268980;Google Ads
P10000268981;
P10000268982;Google Ads
P10000268983;Google Ads
P10000268984;Facebook Ads
P10000268985;Busca orgânica
P10000268986;Google Ads
P10000268987;Google Ads
P10000268988;Google Ads
P10000268989;Google Ads
P10000268990;Outros
P10000268991;Busca orgânica
P10000268992;Google Ads
P10000268993;Google Ads
P10000268994;Google Ads
P10000268995;Google Ads
P10000268996;Busca orgânica
P10000268997;Busca orgânica
P10000268998;Outros
P10000268999;Google Ads
P10000269000;Google Ads
P10000269001;Outros
P10000269002;Outros
P10000269003;Direto
P10000269004;Direto
P10000269005;Google Ads
P10000269006;
P10000269007;Google Ads
P10000269008;Google Ads
P10000269009;Busca orgânica
P10000269010;Google Ads
P10000269011;Email
P10000269012;Google Ads
P10000269013;Google Ads
P10000269014;Facebook Ads
P10000269015;
P10000269016;Google Ads
P10000269017;Google Ads
P10000269018;Outros
P10000269019;
P10000269020;Referência
P10000269021;Direto
P10000269022;Busca orgânica
P10000269023;Busca orgânica
P10000269024;Google Ads
P10000269025;
P10000269026;Busca orgânica
P10000269027;
P10000269028;Google Ads
P10000269029;
P10000269030;Direto
P10000269031;Google Ads
P10000269032;Direto
P10000269033;
P10000269034;Google Ads
P10000269035;Outros
P10000269036;Google Ads
P10000269037;Google Ads
P10000269038;Google Ads
P10000269039;Direto
P10000269040;Google Ads
P10000269041;Google Ads
P10000269042;Busca orgânica
P10000269043;Direto
P10000269044;Google Ads
P10000269045;Google Ads
P10000269046;Google Ads
P10000269047;Busca orgânica
P10000269048;Email
P10000269049;Google Ads
P10000269050;Referência
P10000269051;
P10000269052;
P10000269053;Google Ads
P10000269054;Direto
P10000269055;Direto
P10000269056;
P10000269057;Busca orgânica
P10000269058;Google Ads
P10000269059;Google Ads
P10000269060;
P10000269061;Busca orgânica
P10000269062;Google Ads
P10000269063;Direto
P10000269064;Direto
P10000269065;Outros
P10000269066;Busca orgânica
P10000269067;Referência
P10000269068;Outros
P10000269069;Busca orgânica
P10000269070;Busca orgânica
P10000269071;
P10000269072;Referência
P10000269073;Outros
P10000269074;Google Ads
P10000269075;Direto
P10000269076;
P10000269077;Google Ads
P10000269078;Referência
P10000269079;
P10000269080;Google Ads
P10000269081;Outros
P10000269082;Direto
P10000269083;
P10000269084;Google Ads
P10000269085;Google Ads
P10000269086;Direto
P10000269087;Google Ads
P10000269088;Busca orgânica
P10000269089;Google Ads
P10000269090;Busca orgânica
P10000269091;Busca orgânica
P10000269092;
P10000269093;
P10000269094;Google Ads
P10000269095;
P10000269096;Direto
P10000269097;Google Ads
P10000269098;Google Ads
P10000269099;Busca orgânica
P10000269100;Outros
P10000269101;Google Ads
P10000269102;
P10000269103;
P10000269104;Outros
P10000269105;Busca orgânica
P10000269106;Google Ads
P10000269107;Google Ads
P10000269108;
P10000269109;Google Ads
P10000269110;Google Ads
P10000269111;Google Ads
P10000269112;Google Ads
P10000269113;Outros
P10000269114;Busca orgânica
P10000269115;Busca orgânica
P10000269116;Outros
P10000269117;Busca orgânica
P10000269118;Google Ads
P10000269119;Email
P10000269120;Google Ads
P10000269121;Google Ads
P10000269122;
P10000269123;Direto
P10000269124;Busca orgânica
P10000269125;Google Ads
P10000269126;
P10000269127;Google Ads
P10000269128;Google Ads
P10000269129;Google Ads
P10000269130;Google Ads
P10000269131;Direto
P10000269132;Outros
P10000269133;Referência
P10000269134;
P10000269135;Google Ads
P10000269136;
P10000269137;Google Ads
P10000269138;Google Ads
P10000269139;Google Ads
P10000269140;Google Ads
P10000269141;Outros
P10000269142;Google Ads
P10000269143;
P10000269144;Outros
P10000269145;Google Ads
P10000269146;Google Ads
P10000269147;Outros
P10000269148;Google Ads
P10000269149;Busca orgânica
P10000269150;
P10000269151;Busca orgânica
P10000269152;Busca orgânica
P10000269153;Busca orgânica
P10000269154;
P10000269155;Busca orgânica
P10000269156;Google Ads
P10000269157;Busca orgânica
P10000269158;Email
P10000269159;Google Ads
P10000269160;Google Ads
P10000269161;Google Ads
P10000269162;Busca orgânica
P10000269163;
P10000269164;
P10000269165;Busca orgânica
P10000269166;Google Ads
P10000269167;Email
P10000269168;Google Ads
P10000269169;Google Ads
P10000269170;Direto
P10000269171;Google Ads
P10000269172;Google Ads
P10000269173;Google Ads
P10000269174;Direto
P10000269175;Outros
P10000269176;Busca orgânica
P10000269177;Busca orgânica
P10000269178;Direto
P10000269179;Busca orgânica
P10000269180;Google Ads
P10000269181;Google Ads
P10000269182;Direto
P10000269183;Google Ads
P10000269184;Outros
P10000269185;Google Ads
P10000269186;Direto
P10000269187;Outros
P10000269188;
P10000269189;
P10000269190;Email
P10000269191;
P10000269192;Google Ads
P10000269193;
P10000269194;Google Ads
P10000269195;Direto
P10000269196;Google Ads
P10000269197;Busca orgânica
P10000269198;Outros
P10000269199;Google Ads
P10000269200;Direto
P10000269201;Google Ads
P10000269202;Outros
P10000269203;Direto
P10000269204;Google Ads
P10000269205;Email
P10000269206;Google Ads
P10000269207;
P10000269208;Google Ads
P10000269209;
P10000269210;Direto
P10000269211;
P10000269212;
P10000269213;Email
P10000269214;Email
P10000269215;Google Ads
P10000269216;Google Ads
P10000269217;Google Ads
P10000269218;Email
P10000269219;
P10000269220;
P10000269221;Google Ads
P10000269222;Outros
P10000269223;Google Ads
P10000269224;Google Ads
P10000269225;Google Ads
P10000269226;Google Ads
P10000269227;
P10000269228;Google Ads
P10000269229;Google Ads
P10000269230;Google Ads
P10000269231;Google Ads
P10000269232;Busca orgânica
P10000269233;Google Ads
P10000269234;
P10000269235;Busca orgânica
P10000269236;
P10000269237;Google Ads
P10000269238;
P10000269239;Google Ads
P10000269240;Outros
P10000269241;
P10000269242;Google Ads
P10000269243;Google Ads
P10000269244;Google Ads
